Segmentname_FV2210,Unnamed: 0_FV2210,Segmentgruppe_FV2210,Segment_FV2210,Datenelement_FV2210,Segment ID_FV2210,Code_FV2210,Qualifier_FV2210,Beschreibung_FV2210,Bedingungsausdruck_FV2210,Bedingung_FV2210,diff,Segmentname_FV2304,Unnamed: 0_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Qualifier_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304
Daten der Tranche,103,SG8,,,,,,,Muss [492] ∧ [2307],"[9] Wenn SG4 STS+7++ZE4 (Transaktionsgrund: Weggefallene Markt- bzw. Messlokation) nicht vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[2307] Für jede 11-stellige ID im SG5 LOC+172 (Meldepunkt) DE3225 auf die das RFF+Z18 (Marktlokation) der SG8+Z01(Daten der Marktlokation) nicht referenziert genau einmal anzugeben",,Daten der Tranche,103,SG8,,,,,,,Muss [492] ∧ [2307],"[9] Wenn SG4 STS+7++ZE4 (Transaktionsgrund: Weggefallene Markt- bzw. Messlokation) nicht vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[2307] Für jede 11-stellige ID im SG5 LOC+172 (Meldepunkt) DE3225 auf die das RFF+Z18 (Marktlokation) der SG8+Z01(Daten der Marktlokation) nicht referenziert genau einmal anzugeben"
Daten der Tranche,104,SG8,SEQ,,,,,,Muss,,,Daten der Tranche,104,SG8,SEQ,,,,,,Muss,
Daten der Tranche,105,SG8,SEQ,1229,,Z15,,Daten der Tranche,X,,,Daten der Tranche,105,SG8,SEQ,1229,,Z15,,Daten der Tranche,X,
Referenz auf die ID der Tranche,106,SG8,RFF,,,,,,Muss,,,Referenz auf die ID der Tranche,106,SG8,RFF,,,,,,Muss,
Referenz auf die ID der Tranche,107,SG8,RFF,1153,,Z20,,Tranche,X,,,Referenz auf die ID der Tranche,107,SG8,RFF,1153,,Z20,,Tranche,X,
Referenz auf die ID der Tranche,108,SG8,RFF,1154,,,,ID der Tranche,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Tranche,108,SG8,RFF,1154,,,,ID der Tranche,X [950],[950] Format: Marktlokations-ID
Referenz auf die Marktlokation der Tranche ,109,SG8,RFF,,,,,,Muss,,,Referenz auf die Marktlokation der Tranche ,109,SG8,RFF,,,,,,Muss,
Referenz auf die Marktlokation der Tranche ,110,SG8,RFF,1153,,Z16,,zugeordnete Marktlokation,X,,,Referenz auf die Marktlokation der Tranche ,110,SG8,RFF,1153,,Z16,,zugeordnete Marktlokation,X,
Referenz auf die Marktlokation der Tranche ,111,SG8,RFF,1154,,,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die Marktlokation der Tranche ,111,SG8,RFF,1154,,,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID
Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,112,SG9,,,,,,,Muss [384],[384] Wenn SG10 CCI+Z37++ZD1 (Basis zur Bildung der Tranchengröße) (Prozentual) vorhanden,,Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,112,SG9,,,,,,,Muss [384],[384] Wenn SG10 CCI+Z37++ZD1 (Basis zur Bildung der Tranchengröße) (Prozentual) vorhanden
Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,113,SG9,QTY,,,,,,Muss,,,Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,113,SG9,QTY,,,,,,Muss,
Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,114,SG9,QTY,6063,,11,,Aufteilungsmenge,X,,,Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,114,SG9,QTY,6063,,11,,Aufteilungsmenge,X,
Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,115,SG9,QTY,6060,,,,Mengenangabe in %,X [914] ∧ [930] ∧ [955],"[914] Format: Möglicher Wert: > 0
[930] Format: max. 2 Nachkommastellen
[955] Format: Möglicher Wert: < 100",,Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,115,SG9,QTY,6060,,,,Mengenangabe in %,X [914] ∧ [930] ∧ [955],"[914] Format: Möglicher Wert: > 0
[930] Format: max. 2 Nachkommastellen
[955] Format: Möglicher Wert: < 100"
Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,116,SG9,QTY,6411,,P1,,Prozent,X,,,Prozentualer Anteil der Tranche an der erzeugenden Marktlokation,116,SG9,QTY,6411,,P1,,Prozent,X,
Basis zur Bildung der Tranchengröße,117,SG10,,,,,,,Muss,,,Basis zur Bildung der Tranchengröße,117,SG10,,,,,,,Muss,
Basis zur Bildung der Tranchengröße,118,SG10,CCI,,,,,,Muss,,,Basis zur Bildung der Tranchengröße,118,SG10,CCI,,,,,,Muss,
Basis zur Bildung der Tranchengröße,119,SG10,CCI,7059,,Z37,,Basis zur Bildung der Tranchengröße,X,,,Basis zur Bildung der Tranchengröße,119,SG10,CCI,7059,,Z37,,Basis zur Bildung der Tranchengröße,X,
Basis zur Bildung der Tranchengröße,120,SG10,CCI,7037,,ZD1,,Prozentual,X,,,Basis zur Bildung der Tranchengröße,120,SG10,CCI,7037,,ZD1,,Prozentual,X,
Basis zur Bildung der Tranchengröße,121,SG10,CCI,7037,,ZD2,,Aufteilungsfaktor auf Basis von Referenzenträger/ installierter Leistung,X,,,Basis zur Bildung der Tranchengröße,121,SG10,CCI,7037,,ZD2,,Aufteilungsfaktor auf Basis von Referenzenträger/ installierter Leistung,X,
Profildaten (Strom),122,SG8,,,,,,,Muss [492] ∧ [197] ∧ [2311],"[197] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation), in dem SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E02 (SLP/SEP) vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[2311] Für jede 11-stellige ID im SG5 LOC+172 (Meldepunkt) DE3225, auf die das RFF+Z18 (Marktlokation) der SG8 SEQ+Z01 (Daten der Marktlokation) referenziert, mindestens einmal anzugeben",,Profildaten (Strom),122,SG8,,,,,,,Muss [492] ∧ [197] ∧ [2311],"[197] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation), in dem SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E02 (SLP/SEP) vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[2311] Für jede 11-stellige ID im SG5 LOC+172 (Meldepunkt) DE3225, auf die das RFF+Z18 (Marktlokation) der SG8 SEQ+Z01 (Daten der Marktlokation) referenziert, mindestens einmal anzugeben"
Profildaten (Strom),123,SG8,SEQ,,,,,,Muss,,,Profildaten (Strom),123,SG8,SEQ,,,,,,Muss,
Profildaten (Strom),124,SG8,SEQ,1229,,Z21,,Profildaten,X,,,Profildaten (Strom),124,SG8,SEQ,1229,,Z21,,Profildaten,X,
Referenz auf die ID der Marktlokation,125,SG8,RFF,,,,,,Muss,,,Referenz auf die ID der Marktlokation,125,SG8,RFF,,,,,,Muss,
Referenz auf die ID der Marktlokation,126,SG8,RFF,1153,,Z18,,Marktlokation,X,,,Referenz auf die ID der Marktlokation,126,SG8,RFF,1153,,Z18,,Marktlokation,X,
Referenz auf die ID der Marktlokation,127,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation,127,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID
Normiertes Profil (Strom),128,SG10,,,,,,,Muss,,,Normiertes Profil (Strom),128,SG10,,,,,,,Muss,
Normiertes Profil (Strom),129,SG10,CCI,,,,,,Muss,,,Normiertes Profil (Strom),129,SG10,CCI,,,,,,Muss,
Normiertes Profil (Strom),130,SG10,CCI,7059,,Z02,,Standardlastprofil,X [222],,,Normiertes Profil (Strom),130,SG10,CCI,7059,,Z02,,Standardlastprofil,X [222],
Normiertes Profil (Strom),131,SG10,CCI,7059,,Z04,,Standardeinspeiseprofil,X [223],"[222] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z07 (Lieferrichtung: Verbrauch) vorhanden ist
[223] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden ist",,Normiertes Profil (Strom),131,SG10,CCI,7059,,Z04,,Standardeinspeiseprofil,X [223],"[222] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z07 (Lieferrichtung: Verbrauch) vorhanden ist
[223] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden ist"
Normiertes Profil (Strom),132,SG10,CCI,7037,,E01,,synthetisches Verfahren,X,,,Normiertes Profil (Strom),132,SG10,CCI,7037,,E01,,synthetisches Verfahren,X,
Normiertes Profil (Strom),133,SG10,CCI,7037,,Z10,,analytisches Verfahren,X,,,Normiertes Profil (Strom),133,SG10,CCI,7037,,Z10,,analytisches Verfahren,X,
Normiertes Profil (Strom),134,SG10,CAV,,,,,,Muss,,,Normiertes Profil (Strom),134,SG10,CAV,,,,,,Muss,
Normiertes Profil (Strom),135,SG10,CAV,7111,,,,Code des Normierten Profils,X,,,Normiertes Profil (Strom),135,SG10,CAV,7111,,,,Code des Normierten Profils,X,
Profilschardaten,136,SG8,,,,,,,Muss [492] ∧ [89] ∧ [2311],"[89] Wenn im SG8 SEQ+Z01 (Daten der Marktlokation) das SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E14 (TLP/TEP) vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[2311] Für jede 11-stellige ID im SG5 LOC+172 (Meldepunkt) DE3225, auf die das RFF+Z18 (Marktlokation) der SG8 SEQ+Z01 (Daten der Marktlokation) referenziert, mindestens einmal anzugeben",,Profilschardaten,136,SG8,,,,,,,Muss [492] ∧ [89] ∧ [2311],"[89] Wenn im SG8 SEQ+Z01 (Daten der Marktlokation) das SG10 CCI+++ZA6 (Prognosegrundlage der Marktlokation: Prognose auf Basis von Profilen) CAV+E14 (TLP/TEP) vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[2311] Für jede 11-stellige ID im SG5 LOC+172 (Meldepunkt) DE3225, auf die das RFF+Z18 (Marktlokation) der SG8 SEQ+Z01 (Daten der Marktlokation) referenziert, mindestens einmal anzugeben"
Profilschardaten,137,SG8,SEQ,,,,,,Muss,,,Profilschardaten,137,SG8,SEQ,,,,,,Muss,
Profilschardaten,138,SG8,SEQ,1229,,Z08,,Profilschardaten,X,,,Profilschardaten,138,SG8,SEQ,1229,,Z08,,Profilschardaten,X,
Referenz auf die ID der Marktlokation,139,SG8,RFF,,,,,,Muss,,,Referenz auf die ID der Marktlokation,139,SG8,RFF,,,,,,Muss,
Referenz auf die ID der Marktlokation,140,SG8,RFF,1153,,Z18,,Marktlokation,X,,,Referenz auf die ID der Marktlokation,140,SG8,RFF,1153,,Z18,,Marktlokation,X,
Referenz auf die ID der Marktlokation,141,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation,141,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID
Profilschar,142,SG10,,,,,,,Muss,,,Profilschar,142,SG10,,,,,,,Muss,
Profilschar,143,SG10,CCI,,,,,,Muss,,,Profilschar,143,SG10,CCI,,,,,,Muss,
Profilschar,144,SG10,CCI,7037,,Z12,,Profilschar,X,,,Profilschar,144,SG10,CCI,7037,,Z12,,Profilschar,X,
Profilschar,145,SG10,CAV,,,,,,Muss,,,Profilschar,145,SG10,CAV,,,,,,Muss,
Profilschar,146,SG10,CAV,7111,,,,Code der Profilschar,X,,,Profilschar,146,SG10,CAV,7111,,,,Code der Profilschar,X,
Normiertes Profil,147,SG10,,,,,,,Muss,,,Normiertes Profil,147,SG10,,,,,,,Muss,
Normiertes Profil,148,SG10,CCI,,,,,,Muss,,,Normiertes Profil,148,SG10,CCI,,,,,,Muss,
Normiertes Profil,149,SG10,CCI,7059,,Z03,,tagesparameterabhängig es Lastprofil,X [222],,,Normiertes Profil,149,SG10,CCI,7059,,Z03,,tagesparameterabhängig es Lastprofil,X [222],
Normiertes Profil,150,SG10,CCI,7059,,Z05,,tagesparameterabhängig es Einspeiseprofil,X [223],"[222] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z07 (Lieferrichtung: Verbrauch) vorhanden ist
[223] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden ist",,Normiertes Profil,150,SG10,CCI,7059,,Z05,,tagesparameterabhängig es Einspeiseprofil,X [223],"[222] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z07 (Lieferrichtung: Verbrauch) vorhanden ist
[223] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden ist"
Normiertes Profil,151,SG10,CCI,7037,,E01,,synthetisches Verfahren,X,,,Normiertes Profil,151,SG10,CCI,7037,,E01,,synthetisches Verfahren,X,
Normiertes Profil,152,SG10,CCI,7037,,Z10,,analytisches Verfahren,X,,,Normiertes Profil,152,SG10,CCI,7037,,Z10,,analytisches Verfahren,X,
Normiertes Profil,153,SG10,CAV,,,,,,Muss,,,Normiertes Profil,153,SG10,CAV,,,,,,Muss,
Normiertes Profil,154,SG10,CAV,7111,,,,Code des Normierten Profils (Strom),X,,,Normiertes Profil,154,SG10,CAV,7111,,,,Code des Normierten Profils (Strom),X,
Klimazone / Temperaturmessstelle,155,SG10,,,,,,,Muss,,,Klimazone / Temperaturmessstelle,155,SG10,,,,,,,Muss,
Klimazone / Temperaturmessstelle,156,SG10,CCI,,,,,,Muss,,,Klimazone / Temperaturmessstelle,156,SG10,CCI,,,,,,Muss,
Klimazone / Temperaturmessstelle,157,SG10,CCI,7059,,Z99,,Messstelle des Tagesparameters (derzeit ist nur die Temperatur ein erlaubter Tagesparameter),X,,,Klimazone / Temperaturmessstelle,157,SG10,CCI,7059,,Z99,,Messstelle des Tagesparameters (derzeit ist nur die Temperatur ein erlaubter Tagesparameter),X,
Klimazone / Temperaturmessstelle,158,SG10,CCI,7059,,ZA0,,Klimazone des Tagesparameters (derzeit ist Tagesparameter),X,,,Klimazone / Temperaturmessstelle,158,SG10,CCI,7059,,ZA0,,Klimazone des Tagesparameters (derzeit ist Tagesparameter),X,
Klimazone / Temperaturmessstelle,159,SG10,CCI,7037,,,,ID Klimazone / Temperaturmessstelle,X,,,Klimazone / Temperaturmessstelle,159,SG10,CCI,7037,,,,ID Klimazone / Temperaturmessstelle,X,
Klimazone / Temperaturmessstelle,160,SG10,CCI,1131,,,,Dienstanbieter,X [58],[58] Wenn in diesem CCI das DE3055 mit dem Code 293 vorhanden,,Klimazone / Temperaturmessstelle,160,SG10,CCI,1131,,,,Dienstanbieter,X [58],[58] Wenn in diesem CCI das DE3055 mit dem Code 293 vorhanden
Klimazone / Temperaturmessstelle,161,SG10,CCI,3055,,89,,Vergeben vom Händler (hier Netzbetreiber),X,,,Klimazone / Temperaturmessstelle,161,SG10,CCI,3055,,89,,Vergeben vom Händler (hier Netzbetreiber),X,
Klimazone / Temperaturmessstelle,162,SG10,CCI,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Klimazone / Temperaturmessstelle,162,SG10,CCI,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Referenzprofildaten,163,SG8,,,,,,,Muss [492] ∧ [223] ∧ [263],"[223] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden ist
[263] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort die Prognose auf Basis von Profilen) CAV+Z36 (TEP m. Referenzmessung) vorhanden ist
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom",,Referenzprofildaten,163,SG8,,,,,,,Muss [492] ∧ [223] ∧ [263],"[223] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort das SG10 CCI+Z30++Z06 (Lieferrichtung: Erzeugung) vorhanden ist
[263] Wenn das RFF+Z18 (Marktlokation) aus dieser SG8 auf das gleiche SG5 LOC+172, wie ein RFF+Z18 (Marktlokation) aus einer SG8 SEQ+Z01 (Daten der Marktlokation) verweist, und dort die Prognose auf Basis von Profilen) CAV+Z36 (TEP m. Referenzmessung) vorhanden ist
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom"
Referenzprofildaten,164,SG8,SEQ,,,,,,Muss,,,Referenzprofildaten,164,SG8,SEQ,,,,,,Muss,
Referenzprofildaten,165,SG8,SEQ,1229,,Z38,,Referenzprofildaten,X,,,Referenzprofildaten,165,SG8,SEQ,1229,,Z38,,Referenzprofildaten,X,
Referenz auf die ID der Marktlokation,166,SG8,RFF,,,,,,Muss,,,Referenz auf die ID der Marktlokation,166,SG8,RFF,,,,,,Muss,
Referenz auf die ID der Marktlokation,167,SG8,RFF,1153,,Z18,,Marktlokation,X,,,Referenz auf die ID der Marktlokation,167,SG8,RFF,1153,,Z18,,Marktlokation,X,
Referenz auf die ID der Marktlokation,168,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation,168,SG8,RFF,1154,,,,ID einer Marktlokation,X [950],[950] Format: Marktlokations-ID
Referenzprofil,169,SG10,,,,,,,Muss,,,Referenzprofil,169,SG10,,,,,,,Muss,
Referenzprofil,170,SG10,CCI,,,,,,Muss,,,Referenzprofil,170,SG10,CCI,,,,,,Muss,
Referenzprofil,171,SG10,CCI,7059,,Z05,,tagesparameterabhängig es Einspeiseprofil,X,,,Referenzprofil,171,SG10,CCI,7059,,Z05,,tagesparameterabhängig es Einspeiseprofil,X,
Referenzprofil,172,SG10,CAV,,,,,,Muss,,,Referenzprofil,172,SG10,CAV,,,,,,Muss,
Referenzprofil,173,SG10,CAV,7111,,,,Code des Referenzprofils,X,,,Referenzprofil,173,SG10,CAV,7111,,,,Code des Referenzprofils,X,
Beteiligter Marktpartner MP-ID,174,SG12,,,,,,,Muss [570],[570] Hinweis: Netzbetreiber Alt,,Beteiligter Marktpartner MP-ID,174,SG12,,,,,,,Muss [570],[570] Hinweis: Netzbetreiber Alt
Beteiligter Marktpartner MP-ID,175,SG12,NAD,,,,,,Muss,,,Beteiligter Marktpartner MP-ID,175,SG12,NAD,,,,,,Muss,
Beteiligter Marktpartner MP-ID,176,SG12,NAD,3035,,VY,,andere zugehörige Partei,X,,,Beteiligter Marktpartner MP-ID,176,SG12,NAD,3035,,VY,,andere zugehörige Partei,X,
Beteiligter Marktpartner MP-ID,177,SG12,NAD,3039,,,,MP-ID,X,,,Beteiligter Marktpartner MP-ID,177,SG12,NAD,3039,,,,MP-ID,X,
Beteiligter Marktpartner MP-ID,178,SG12,NAD,3055,,9,,GS1,X,,,Beteiligter Marktpartner MP-ID,178,SG12,NAD,3055,,9,,GS1,X,
Beteiligter Marktpartner MP-ID,179,SG12,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Beteiligter Marktpartner MP-ID,179,SG12,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Beteiligter Marktpartner MP-ID,180,SG12,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,,Beteiligter Marktpartner MP-ID,180,SG12,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
Referenz auf die ID einer Marktlokation / Tranche / Messlokation,181,SG12,RFF,,,,,,Muss,,,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,181,SG12,RFF,,,,,,Muss,
Referenz auf die ID einer Marktlokation / Tranche / Messlokation,182,SG12,RFF,1153,,Z18,,Marktlokation,X [492],,,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,182,SG12,RFF,1153,,Z18,,Marktlokation,X [492],
Referenz auf die ID einer Marktlokation / Tranche / Messlokation,183,SG12,RFF,1153,,Z19,,Messlokation,X,,,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,183,SG12,RFF,1153,,Z19,,Messlokation,X,
Referenz auf die ID einer Marktlokation / Tranche / Messlokation,184,SG12,RFF,1153,,Z20,,Tranche,X [492],[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom,,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,184,SG12,RFF,1153,,Z20,,Tranche,X [492],[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
Referenz auf die ID einer Marktlokation / Tranche / Messlokation,185,SG12,RFF,1154,,,,ID des Identifikators,X [953],[953] Format: Marktlokations-ID oder Zählpunktbezeichnung,,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,185,SG12,RFF,1154,,,,ID des Identifikators,X [953],[953] Format: Marktlokations-ID oder Zählpunktbezeichnung
Nachrichten-Endesegment,186,,UNT,,,,,,Muss,,,Nachrichten-Endesegment,186,,UNT,,,,,,Muss,
Nachrichten-Endesegment,187,,UNT,0074,,,,Anzahl der Segmente in einer Nachricht,X,,,Nachrichten-Endesegment,187,,UNT,0074,,,,Anzahl der Segmente in einer Nachricht,X,
Nachrichten-Endesegment,188,,UNT,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Endesegment,188,,UNT,0062,,,,Nachrichten-Referenznummer,X,
