Segmentname_FV2310,Unnamed: 0_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,diff,Segmentname_FV2404,Unnamed: 0_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404
MP-ID Empfänger,45,SG2,NAD,3035,00023,,,,MR,,,MP-ID Empfänger,45,SG2,NAD,3035,00023,,,,MR,
MP-ID Empfänger,46,SG2,NAD,3039,00023,,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom,,MP-ID Empfänger,46,SG2,NAD,3039,00023,,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
MP-ID Empfänger,47,SG2,NAD,3055,00023,9,,GS1,X,,,MP-ID Empfänger,47,SG2,NAD,3055,00023,9,,GS1,X,
MP-ID Empfänger,48,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Empfänger,48,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Meldepunkt,49,SG2,,,,,,,Muss,,,Meldepunkt,49,SG2,,,,,,,Muss,
Meldepunkt,50,SG2,NAD,,00025,,,,Muss,,,Meldepunkt,50,SG2,NAD,,00025,,,,Muss,
Meldepunkt,51,SG2,NAD,3035,00025,,,,DP,,,Meldepunkt,51,SG2,NAD,3035,00025,,,,DP,
Meldepunkt,52,SG2,LOC,,00026,,,,Muss,,,Meldepunkt,52,SG2,LOC,,00026,,,,Muss,
Meldepunkt,53,SG2,LOC,3227,00026,,,,172,,,Meldepunkt,53,SG2,LOC,3227,00026,,,,172,
Meldepunkt,54,SG2,LOC,3225,00026,,,Identifikator,X ([950] [521]) ⊻ ([960] [552]),"[521] Hinweis: Verwendung der ID der Marktlokation
[552] Hinweis: Verwendung der ID der Netzlokation
[950] Format: Marktlokations-ID
[960] Format: Netzlokations-ID",,Meldepunkt,54,SG2,LOC,3225,00026,,,Identifikator,X ([950] [521]) ⊻ ([960] [552]),"[521] Hinweis: Verwendung der ID der Marktlokation
[552] Hinweis: Verwendung der ID der Netzlokation
[950] Format: Marktlokations-ID
[960] Format: Netzlokations-ID"
Erforderliches Messprodukt der Marktlokation,55,SG29,,,,,,,Muss [2089] ∧ [130] ∧ [93],"[93] Wenn in derselben Nachricht eine SG29 mit Z16 in LIN DE1229 nicht vorhanden
[130] Wenn in LOC+172 DE3225 (Meldepunkt) die ID einer Marktlokation angegeben ist
[2089] Die SG29 ist so oft zu wiederholen, dass alle Messprodukte ab dem DTM+203 (Ausführungsdatum) zu der in der SG2 genannten Marktlokation genannt sind.",,Erforderliches Messprodukt der Marktlokation,55,SG29,,,,,,,Muss [2089] ∧ [130] ∧ [93],"[93] Wenn in derselben Nachricht eine SG29 mit Z16 in LIN DE1229 nicht vorhanden
[130] Wenn in LOC+172 DE3225 (Meldepunkt) die ID einer Marktlokation angegeben ist
[2089] Die SG29 ist so oft zu wiederholen, dass alle Messprodukte ab dem DTM+203 (Ausführungsdatum) zu der in der SG2 genannten Marktlokation genannt sind."
Erforderliches Messprodukt der Marktlokation,56,SG29,LIN,,00065,,,,Muss,,,Erforderliches Messprodukt der Marktlokation,56,SG29,LIN,,00065,,,,Muss,
Erforderliches Messprodukt der Marktlokation,57,SG29,LIN,1082,00065,,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend",,Erforderliches Messprodukt der Marktlokation,57,SG29,LIN,1082,00065,,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend"
Erforderliches Messprodukt der Marktlokation,58,SG29,LIN,1229,00065,Marktlokation,,,Z27,,,Erforderliches Messprodukt der Marktlokation,58,SG29,LIN,1229,00065,Marktlokation,,,Z27,
Erforderliches Messprodukt der Marktlokation,59,SG29,PIA,,00066,,,,Muss,,,Erforderliches Messprodukt der Marktlokation,59,SG29,PIA,,00066,,,,Muss,
Erforderliches Messprodukt der Marktlokation,60,SG29,PIA,4347,00066,,,,5,,,Erforderliches Messprodukt der Marktlokation,60,SG29,PIA,4347,00066,,,,5,
Erforderliches Messprodukt der Marktlokation,61,SG29,PIA,7140,00066,,,Messprodukt-Code,X [95],"[95] Messprodukt-Code aus dem Kapitel 2.1 ""Standard- Messprodukte der Marktlokation"" der Codeliste der Konfigurationen",,Erforderliches Messprodukt der Marktlokation,61,SG29,PIA,7140,00066,,,Messprodukt-Code,X [95],"[95] Messprodukt-Code aus dem Kapitel 2.1 ""Standard- Messprodukte der Marktlokation"" der Codeliste der Konfigurationen"
Erforderliches Messprodukt der Marktlokation,62,SG29,PIA,7143,00066,Z11,,Messprodukt,X,,,Erforderliches Messprodukt der Marktlokation,62,SG29,PIA,7143,00066,Z11,,Messprodukt,X,
Zugeordnete Zählzeitdefinition,63,SG30,,,,,,,Muss [76],"[76] Wenn in derselben SG29 mit Z27 in LIN DE1229 (Erforderliches Messprodukt der Marktlokation) das PIA+5 DE7140 mit einem Messprodukt aus Codeliste der Konfigurationen Kapitel 2.1.1 ""Standard-Messprodukt der Marktlokation mit der Wahlmöglichkeit der Zuordnung einer Zählzeit"" vorhanden ist",,Zugeordnete Zählzeitdefinition,63,SG30,,,,,,,Muss [76],"[76] Wenn in derselben SG29 mit Z27 in LIN DE1229 (Erforderliches Messprodukt der Marktlokation) das PIA+5 DE7140 mit einem Messprodukt aus Codeliste der Konfigurationen Kapitel 2.1.1 ""Standard-Messprodukt der Marktlokation mit der Wahlmöglichkeit der Zuordnung einer Zählzeit"" vorhanden ist"
Zugeordnete Zählzeitdefinition,64,SG30,CCI,,00067,,,,Muss,,,Zugeordnete Zählzeitdefinition,64,SG30,CCI,,00067,,,,Muss,
Zugeordnete Zählzeitdefinition,65,SG30,CCI,7059,00067,Messprodukt erforderlich,,,Z39 Z41,[75] Wenn für den erforderlichen Wert keine Zählzeit benötigt wird,,Zugeordnete Zählzeitdefinition,65,SG30,CCI,7059,00067,Messprodukt erforderlich,,,Z39 Z41,[75] Wenn für den erforderlichen Wert keine Zählzeit benötigt wird
Zugeordnete Zählzeitdefinition,66,SG30,CCI,7037,00067,,,Code der Zählzeitdefinition,X [77],[77] Wenn im selben CCI im DE7059 der Code Z39 (Code der Zählzeitdefinition) vorhanden ist,,Zugeordnete Zählzeitdefinition,66,SG30,CCI,7037,00067,,,Code der Zählzeitdefinition,X [77],[77] Wenn im selben CCI im DE7059 der Code Z39 (Code der Zählzeitdefinition) vorhanden ist
Messprodukt für Netzbetreiber relevant,67,SG30,,,,,,,Muss,,,Messprodukt für Netzbetreiber relevant,67,SG30,,,,,,,Muss,
Messprodukt für Netzbetreiber relevant,68,SG30,CCI,,00068,,,,Muss,,,Messprodukt für Netzbetreiber relevant,68,SG30,CCI,,00068,,,,Muss,
Messprodukt für Netzbetreiber relevant,69,SG30,CCI,7037,00068,ZA8,,NB,X,,,Messprodukt für Netzbetreiber relevant,69,SG30,CCI,7037,00068,ZA8,,NB,X,
Verwendungszweck der Werte,70,SG30,CAV,,00069,,,,Muss,,,Verwendungszweck der Werte,70,SG30,CAV,,00069,,,,Muss,
Verwendungszweck der Werte,71,SG30,CAV,7111,00069,Z84,,Netznutzungsabrechnung,X [3P1..1] ⊻ [4P1..1] ⊻ [6P1..1] ⊻ [10P1..1],,,Verwendungszweck der Werte,71,SG30,CAV,7111,00069,Z84,,Netznutzungsabrechnung,X [3P1..1] ⊻ [4P1..1] ⊻ [6P1..1] ⊻ [10P1..1],
Verwendungszweck der Werte,72,SG30,CAV,7111,,Z85,,Bilanzkreisabrechnung,X [5P0..1] ⊻ [6P0..1] ⊻ [7P0..1] ⊻ [8P0..1],,,Verwendungszweck der Werte,72,SG30,CAV,7111,,Z85,,Bilanzkreisabrechnung,X [5P0..1] ⊻ [6P0..1] ⊻ [7P0..1] ⊻ [8P0..1],
Verwendungszweck der Werte,73,SG30,CAV,7111,,Z86,,Mehrmindermengenabrech nung,X [4P1..1] ⊻ [11P1..1],,,Verwendungszweck der Werte,73,SG30,CAV,7111,,Z86,,Mehrmindermengenabrech nung,X [4P1..1] ⊻ [11P1..1],
Verwendungszweck der Werte,74,SG30,CAV,7111,,Z92,,Übermittlung an das HKNR,X [7P1..1] ⊻ [8P1..1],,,Verwendungszweck der Werte,74,SG30,CAV,7111,,Z92,,Übermittlung an das HKNR,X [7P1..1] ⊻ [8P1..1],
Verwendungszweck der Werte,75,SG30,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [12P1..1],,,Verwendungszweck der Werte,75,SG30,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [12P1..1],
Messprodukt für Lieferant relevant,76,SG30,,,,,,,Muss,,,Messprodukt für Lieferant relevant,76,SG30,,,,,,,Muss,
Messprodukt für Lieferant relevant,77,SG30,CCI,,00070,,,,Muss,,,Messprodukt für Lieferant relevant,77,SG30,CCI,,00070,,,,Muss,
Messprodukt für Lieferant relevant,78,SG30,CCI,7037,00070,ZA7,,LF,X,,,Messprodukt für Lieferant relevant,78,SG30,CCI,7037,00070,ZA7,,LF,X,
Verwendungszweck der Werte,79,SG30,CAV,,00071,,,,Muss,,,Verwendungszweck der Werte,79,SG30,CAV,,00071,,,,Muss,
Verwendungszweck der Werte,80,SG30,CAV,7111,00071,Z47,,Endkundenabrechnung,X [2P0..1] ⊻ [3P1..1] ⊻ [4P0..1] ⊻ [6P1..1] ⊻ [8P1..1] ⊻ [9P1..1] ⊻ [10P0..1] ⊻ [11P1..1],,,Verwendungszweck der Werte,80,SG30,CAV,7111,00071,Z47,,Endkundenabrechnung,X [2P0..1] ⊻ [3P1..1] ⊻ [4P0..1] ⊻ [6P1..1] ⊻ [8P1..1] ⊻ [9P1..1] ⊻ [10P0..1] ⊻ [11P1..1],
Verwendungszweck der Werte,81,SG30,CAV,7111,,Z84,,Netznutzungsabrechnung,X [3P0..1] ⊻ [4P0..1] ⊻ [6P0..1] ⊻ [10P0..1],,,Verwendungszweck der Werte,81,SG30,CAV,7111,,Z84,,Netznutzungsabrechnung,X [3P0..1] ⊻ [4P0..1] ⊻ [6P0..1] ⊻ [10P0..1],
Verwendungszweck der Werte,82,SG30,CAV,7111,,Z85,,Bilanzkreisabrechnung,X [5P1..1] ⊻ [6P1..1] ⊻ [7P1..1] ⊻ [8P1..1],,,Verwendungszweck der Werte,82,SG30,CAV,7111,,Z85,,Bilanzkreisabrechnung,X [5P1..1] ⊻ [6P1..1] ⊻ [7P1..1] ⊻ [8P1..1],
Verwendungszweck der Werte,83,SG30,CAV,7111,,Z86,,Mehrmindermengenabrech nung,X [4P1..1] ⊻ [11P1..1],,,Verwendungszweck der Werte,83,SG30,CAV,7111,,Z86,,Mehrmindermengenabrech nung,X [4P1..1] ⊻ [11P1..1],
Verwendungszweck der Werte,84,SG30,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [12P1..1],,,Verwendungszweck der Werte,84,SG30,CAV,7111,,ZE1,,Es liegt kein Verwendungszweck vor,X [12P1..1],
Messprodukt für Übertragungsnetzbetreiber relevant,85,SG30,,,,,,,Muss [112],"[112] Wenn in derselben SG29 LIN++Z27 (Erforderliches Messprodukt der Marktlokation), das PIA+5+9991000000078: Z11 (Wirkarbeit Lastgang 1/4 stündlich) vorhanden ist",,Messprodukt für Übertragungsnetzbetreiber relevant,85,SG30,,,,,,,Muss [112],"[112] Wenn in derselben SG29 LIN++Z27 (Erforderliches Messprodukt der Marktlokation), das PIA+5+9991000000078: Z11 (Wirkarbeit Lastgang 1/4 stündlich) vorhanden ist"
Messprodukt für Übertragungsnetzbetreiber relevant,86,SG30,CCI,,00072,,,,Muss,,,Messprodukt für Übertragungsnetzbetreiber relevant,86,SG30,CCI,,00072,,,,Muss,
Messprodukt für Übertragungsnetzbetreiber relevant,87,SG30,CCI,7037,00072,ZA9,,ÜNB,X,,,Messprodukt für Übertragungsnetzbetreiber relevant,87,SG30,CCI,7037,00072,ZA9,,ÜNB,X,
Verwendungszweck der Werte,88,SG30,CAV,,00073,,,,Muss,,,Verwendungszweck der Werte,88,SG30,CAV,,00073,,,,Muss,
Verwendungszweck der Werte,89,SG30,CAV,7111,00073,Z85,,Bilanzkreisabrechnung,X [1P0..1],,,Verwendungszweck der Werte,89,SG30,CAV,7111,00073,Z85,,Bilanzkreisabrechnung,X [1P0..1],
Verwendungszweck der Werte,90,SG30,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P0..1],,,Verwendungszweck der Werte,90,SG30,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P0..1],
Erforderliches Messprodukt der Tranche,91,SG29,,,,,,,Muss [2001] ∧ [2002] ∧ [130] ∧ [94],"[94] Wenn in derselben Nachricht eine SG29 mit Z27 in LIN DE1229 nicht vorhanden
[130] Wenn in LOC+172 DE3225 (Meldepunkt) die ID einer Marktlokation angegeben ist
[2001] Die SG29 ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Tranchen zu der in der SG2 genannten Marktlokation vorhanden sind.
[2002] Ist mindestens zwei Mal anzugeben",,Erforderliches Messprodukt der Tranche,91,SG29,,,,,,,Muss [2001] ∧ [2002] ∧ [130] ∧ [94],"[94] Wenn in derselben Nachricht eine SG29 mit Z27 in LIN DE1229 nicht vorhanden
[130] Wenn in LOC+172 DE3225 (Meldepunkt) die ID einer Marktlokation angegeben ist
[2001] Die SG29 ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Tranchen zu der in der SG2 genannten Marktlokation vorhanden sind.
[2002] Ist mindestens zwei Mal anzugeben"
Erforderliches Messprodukt der Tranche,92,SG29,LIN,,00074,,,,Muss,,,Erforderliches Messprodukt der Tranche,92,SG29,LIN,,00074,,,,Muss,
Erforderliches Messprodukt der Tranche,93,SG29,LIN,1082,00074,,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend",,Erforderliches Messprodukt der Tranche,93,SG29,LIN,1082,00074,,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend"
Erforderliches Messprodukt der Tranche,94,SG29,LIN,1229,00074,Tranche,,,Z16,,,Erforderliches Messprodukt der Tranche,94,SG29,LIN,1229,00074,Tranche,,,Z16,
Erforderliches Messprodukt der Tranche,95,SG29,PIA,,00075,,,,Muss,,,Erforderliches Messprodukt der Tranche,95,SG29,PIA,,00075,,,,Muss,
Erforderliches Messprodukt der Tranche,96,SG29,PIA,4347,00075,,,,5,,,Erforderliches Messprodukt der Tranche,96,SG29,PIA,4347,00075,,,,5,
Erforderliches Messprodukt der Tranche,97,SG29,PIA,7140,00075,,,Messprodukt-Code,X [96],"[96] Messprodukt-Code aus dem Kapitel 2.2 ""Standard- Messprodukte der Tranche"" der Codeliste der Konfigurationen",,Erforderliches Messprodukt der Tranche,97,SG29,PIA,7140,00075,,,Messprodukt-Code,X [96],"[96] Messprodukt-Code aus dem Kapitel 2.2 ""Standard- Messprodukte der Tranche"" der Codeliste der Konfigurationen"
Erforderliches Messprodukt der Tranche,98,SG29,PIA,7143,00075,Z11,,Messprodukt,X,,,Erforderliches Messprodukt der Tranche,98,SG29,PIA,7143,00075,Z11,,Messprodukt,X,
Messprodukt für Netzbetreiber relevant,99,SG30,,,,,,,Muss,,,Messprodukt für Netzbetreiber relevant,99,SG30,,,,,,,Muss,
Messprodukt für Netzbetreiber relevant,100,SG30,CCI,,00076,,,,Muss,,,Messprodukt für Netzbetreiber relevant,100,SG30,CCI,,00076,,,,Muss,
Messprodukt für Netzbetreiber relevant,101,SG30,CCI,7037,00076,ZA8,,NB,X,,,Messprodukt für Netzbetreiber relevant,101,SG30,CCI,7037,00076,ZA8,,NB,X,
Verwendungszweck der Werte,102,SG30,CAV,,00077,,,,Muss,,,Verwendungszweck der Werte,102,SG30,CAV,,00077,,,,Muss,
Verwendungszweck der Werte,103,SG30,CAV,7111,00077,Z85,,Bilanzkreisabrechnung,X [1P0..1],,,Verwendungszweck der Werte,103,SG30,CAV,7111,00077,Z85,,Bilanzkreisabrechnung,X [1P0..1],
Verwendungszweck der Werte,104,SG30,CAV,7111,,Z92,,Übermittlung an das HKNR,X [1P1..1],,,Verwendungszweck der Werte,104,SG30,CAV,7111,,Z92,,Übermittlung an das HKNR,X [1P1..1],
Messprodukt für Lieferant relevant,105,SG30,,,,,,,Muss,,,Messprodukt für Lieferant relevant,105,SG30,,,,,,,Muss,
Messprodukt für Lieferant relevant,106,SG30,CCI,,00078,,,,Muss,,,Messprodukt für Lieferant relevant,106,SG30,CCI,,00078,,,,Muss,
Messprodukt für Lieferant relevant,107,SG30,CCI,7037,00078,ZA7,,LF,X,,,Messprodukt für Lieferant relevant,107,SG30,CCI,7037,00078,ZA7,,LF,X,
Verwendungszweck der Werte,108,SG30,CAV,,00079,,,,Muss,,,Verwendungszweck der Werte,108,SG30,CAV,,00079,,,,Muss,
Verwendungszweck der Werte,109,SG30,CAV,7111,00079,Z47,,Endkundenabrechnung,X [1P1..1],,,Verwendungszweck der Werte,109,SG30,CAV,7111,00079,Z47,,Endkundenabrechnung,X [1P1..1],
Verwendungszweck der Werte,110,SG30,CAV,7111,,Z85,,Bilanzkreisabrechnung,X [1P1..1],,,Verwendungszweck der Werte,110,SG30,CAV,7111,,Z85,,Bilanzkreisabrechnung,X [1P1..1],
Messprodukt für Übertragungsnetzbetreiber relevant,111,SG30,,,,,,,Muss,,,Messprodukt für Übertragungsnetzbetreiber relevant,111,SG30,,,,,,,Muss,
Messprodukt für Übertragungsnetzbetreiber relevant,112,SG30,CCI,,00080,,,,Muss,,,Messprodukt für Übertragungsnetzbetreiber relevant,112,SG30,CCI,,00080,,,,Muss,
Messprodukt für Übertragungsnetzbetreiber relevant,113,SG30,CCI,7037,00080,ZA9,,ÜNB,X,,,Messprodukt für Übertragungsnetzbetreiber relevant,113,SG30,CCI,7037,00080,ZA9,,ÜNB,X,
Verwendungszweck der Werte,114,SG30,CAV,,00081,,,,Muss,,,Verwendungszweck der Werte,114,SG30,CAV,,00081,,,,Muss,
Verwendungszweck der Werte,115,SG30,CAV,7111,00081,Z85,,Bilanzkreisabrechnung,X [1P0..1],,,Verwendungszweck der Werte,115,SG30,CAV,7111,00081,Z85,,Bilanzkreisabrechnung,X [1P0..1],
Verwendungszweck der Werte,116,SG30,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P1..1],,,Verwendungszweck der Werte,116,SG30,CAV,7111,,ZB5,,Zur Ermittlung der Ausgeglichenheit von Bilanzkreisen,X [1P1..1],
Referenz auf ID der Tranche,117,SG34,,,,,,,Muss,,,Referenz auf ID der Tranche,117,SG34,,,,,,,Muss,
Referenz auf ID der Tranche,118,SG34,RFF,,00082,,,,Muss,,,Referenz auf ID der Tranche,118,SG34,RFF,,00082,,,,Muss,
