Segmentname_FV2410,Unnamed: 0_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,diff,Segmentname_FV2504,Unnamed: 0_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Qualifier_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
Vorgang,38,SG5,IDE,,00008,,,,Muss,,,Vorgang,38,SG5,IDE,,00008,,,,Muss,
Vorgang,39,SG5,IDE,7495,00008,24,,Transaktion,X,,,Vorgang,39,SG5,IDE,7495,00008,24,,Transaktion,X,
Vorgang,40,SG5,IDE,7402,00008,,,Vorgangsnummer,X,,,Vorgang,40,SG5,IDE,7402,00008,,,Vorgangsnummer,X,
ID der Marktlokation,41,SG5,LOC,,00009,,,,Muss,,REMOVED,,,,,,,,,,,
ID der Marktlokation,42,SG5,LOC,3227,00009,172,,Meldepunkt,X,,REMOVED,,,,,,,,,,,
ID der Marktlokation,43,SG5,LOC,3225,00009,,,ID der Marktlokation,X [950] [501],"[501] Hinweis: Verwendung der ID der Marktlokation
[950] Format: Marktlokations-ID",REMOVED,,,,,,,,,,,
Gültig ab,44,SG5,DTM,,00011,,,,Muss,,REMOVED,,,,,,,,,,,
Gültig ab,45,SG5,DTM,2005,00011,157,,"Gültigkeit, Beginndatum",X,,REMOVED,,,,,,,,,,,
Gültig ab,46,SG5,DTM,2380,00011,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [500] ∧ [UB1],"[500] Hinweis: Zeitpunkt, ab dem die Berechnungsformel anzuwenden ist
[931] Format: ZZZ = +00",REMOVED,,,,,,,,,,,
Gültig ab,47,SG5,DTM,2379,00011,303,,CCYYMMDDHHMMZZZ,X,,REMOVED,,,,,,,,,,,
,,,,,,,,,,,NEW,Meldepunkt,41,SG5,LOC,,00009,,,,Muss,
,,,,,,,,,,,NEW,Meldepunkt,42,SG5,LOC,3227,00009,172,,Meldepunkt,X,
,,,,,,,,,,,NEW,Meldepunkt,43,SG5,LOC,3225,00009,,,Identifikator,X [950] [501] ⊻ [960] [529],"[501] Hinweis: Verwendung der ID der Marktlokation
[529] Hinweis: Verwendung der ID der Netzlokation
[950] Format: Marktlokations-ID
[960] Format: Netzlokations- ID"
Status der Berechnungsformel,48,SG5,STS,,00016,,,,Muss,,,Status der Berechnungsformel,44,SG5,STS,,00016,,,,Muss [2004],"[2004] Segment ist genau einmal für jede Zeitraum-ID aus dem DE1156 der SG6 RFF+Z49 (Verwendungszeitraum der Daten: ""Gültige Daten"") anzugeben"
Status der Berechnungsformel,49,SG5,STS,9015,00016,Z23,,Status der Berechnungsformel,X,,,Status der Berechnungsformel,45,SG5,STS,9015,00016,Z23,,Status der Berechnungsformel,X,
Status der Berechnungsformel,50,SG5,STS,4405,00016,Z33,,Berechnungsformel angefügt,X,,,Status der Berechnungsformel,46,SG5,STS,4405,00016,Z33,,Berechnungsformel angefügt,X [2P0..1],
Status der Berechnungsformel,51,SG5,STS,4405,,Z34,,Berechnungsformel muss beim Absender angefragt werden,X,,,Status der Berechnungsformel,47,SG5,STS,4405,,Z34,,Berechnungsformel muss beim Absender angefragt werden,X [2P0..1],
Status der Berechnungsformel,52,SG5,STS,4405,,Z40,,Berechnungsformel besitzt keine Rechenoperation,X,,,Status der Berechnungsformel,48,SG5,STS,4405,,Z40,,Berechnungsformel besitzt keine Rechenoperation,X [2P0..1],
Status der Berechnungsformel,53,SG5,STS,4405,,Z41,,Berechnungsformel nicht erforderlich,X [18],[18] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF,,Status der Berechnungsformel,49,SG5,STS,4405,,Z41,,Berechnungsformel nicht erforderlich,X [3P0..1],
,,,,,,,,,,,NEW,Status der Berechnungsformel,50,SG5,STS,9013,00016,,,Referenz auf Zeitraum-ID,X,
Prüfidentifikator,54,SG6,,,,,,,Muss,,,Prüfidentifikator,51,SG6,,,,,,,Muss,
Prüfidentifikator,55,SG6,RFF,,00018,,,,Muss,,,Prüfidentifikator,52,SG6,RFF,,00019,,,,Muss,
Prüfidentifikator,56,SG6,RFF,1153,00018,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,53,SG6,RFF,1153,00019,Z13,,Prüfidentifikator,X,
Prüfidentifikator,57,SG6,RFF,1154,00018,25001,,Berechnungsformel,X,,,Prüfidentifikator,54,SG6,RFF,1154,00019,25001,,Berechnungsformel,X,
Lieferrichtung,58,SG7,,,,,,,Muss,,REMOVED,,,,,,,,,,,
Lieferrichtung,59,SG7,CCI,,00021,,,,Muss,,REMOVED,,,,,,,,,,,
Lieferrichtung,60,SG7,CCI,7059,00021,Z30,,Lieferrichtung,X,,REMOVED,,,,,,,,,,,
Lieferrichtung,61,SG7,CCI,7037,00021,Z06,,Erzeugung,X,,REMOVED,,,,,,,,,,,
Lieferrichtung,62,SG7,CCI,7037,,Z07,,Verbrauch,X,,REMOVED,,,,,,,,,,,
Energiemenge der Marktlokation,63,SG8,,,,,,,Muss [3],[3] Wenn SG5 STS+Z23+Z33 (Formel angefügt) vorhanden,REMOVED,,,,,,,,,,,
Energiemenge der Marktlokation,64,SG8,SEQ,,00022,,,,Muss,,REMOVED,,,,,,,,,,,
Energiemenge der Marktlokation,65,SG8,SEQ,1229,00022,Z36,,Energiemenge der Marktlokation,X,,REMOVED,,,,,,,,,,,
,,,,,,,,,,,NEW,Verwendungszeitraum der Daten,55,SG6,,,,,,,Muss [531],"[531] Hinweis:  für weitere Details siehe Kapitel 4.1 ""Übermittlung einer Vielzahl von Berechnungsformeln in einem Vorgang"""
,,,,,,,,,,,NEW,Verwendungszeitraum der Daten,56,SG6,RFF,,00022,,,,Muss,
,,,,,,,,,,,NEW,Verwendungszeitraum der Daten,57,SG6,RFF,1153,00022,Z49,,Gültige Daten,X,
,,,,,,,,,,,NEW,Verwendungszeitraum der Daten,58,SG6,RFF,1153,,Z53,,Keine Daten,X,
,,,,,,,,,,,NEW,Verwendungszeitraum der Daten,59,SG6,RFF,1156,00022,,,Zeitraum-ID,X [914] ∧ [937] [55],"[55] Es ist der Wert einzutragen, der sich aus der Wiederholungshäufigkeit des SG6 RFF+Z49/ Z53 (Verwendungszeitraum der Daten: Gültige Daten/ Keine Daten) ergibt. Bedeutet: Das erste SG6 RFF+Z49/ Z53 hat somit die „1“, das zweite die „2“, das dritte die „3“ usw.
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle "
,,,,,,,,,,,NEW,Verwendung der Daten ab,60,SG6,DTM,,00023,,,,Muss,
,,,,,,,,,,,NEW,Verwendung der Daten ab,61,SG6,DTM,2005,00023,Z25,,Verwendung der Daten ab,X,
,,,,,,,,,,,NEW,Verwendung der Daten ab,62,SG6,DTM,2380,00023,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1] ∧ ( [56] ⊻ [57]),"[56] Wenn dieses DTM+Z25 (Verwendung der Daten ab) im SG6 RFF (Verwendungszeitraum der Daten) mit der Zeitraum ID ""1"" im DE1156 ist, muss das Datum der darauffolgende oder ein älterer Tag 0:00 Uhr deutscher Zeit vom DTM+137 DE2380 (Nachrichtendatum) entsprechen
[57] Wenn dieses DTM+Z25 (Verwendung der Daten ab) nicht im SG6 RFF+Z49/ Z53 (Verwendungszeitraum der Daten: Gültige Daten/ Keine Daten) mit der Zeitraum ID ""1"" im DE1156 ist, muss das Datum dem DTM+Z26 (Verwendung der Daten bis) des SG6 RFF+Z49/ Z53 (Verwendungszeitraum der Daten: Gültige Daten/ Keine Daten) mit der nächst niedrigeren Zeitraum ID im DE1156 entsprechen"
,,,,,,,,,,,NEW,Verwendung der Daten ab,63,SG6,DTM,2379,00023,303,,CCYYMMDDHHMMZZZ,X,
,,,,,,,,,,,NEW,Verwendung der Daten bis,64,SG6,DTM,,00024,,,,Muss [58],"[58] Wenn im selben SG6 RFF+Z49/ Z53 (Verwendungszeitraum der Daten: Gültige Daten/ Keine Daten) im DE1156 (Zeitraum- ID) eine Zeitraum ID genannt ist, die kleiner ist als in einem anderen SG6 RFF+Z49/ Z53 (Verwendungszeitraum der Daten: Gültige Daten/ Keine Daten) DE1156 (Zeitraum-ID)"
,,,,,,,,,,,NEW,Verwendung der Daten bis,65,SG6,DTM,2005,00024,Z26,,Verwendung der Daten bis,X,
,,,,,,,,,,,NEW,Verwendung der Daten bis,66,SG6,DTM,2380,00024,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
,,,,,,,,,,,NEW,Verwendung der Daten bis,67,SG6,DTM,2379,00024,303,,CCYYMMDDHHMMZZZ,X,
,,,,,,,,,,,NEW,Energiemenge der Markt- bzw. Netzlokation,68,SG8,,,,,,,Muss [2003],"[2003] Segmentgruppe ist genau einmal für jede Zeitraum-ID aus dem DE1156 der SG6 RFF+Z49 (Verwendungszeitraum der Daten: ""Gültige Daten"") anzugeben"
,,,,,,,,,,,NEW,Energiemenge der Markt- bzw. Netzlokation,69,SG8,SEQ,,00025,,,,Muss,
,,,,,,,,,,,NEW,Energiemenge der Markt- bzw. Netzlokation,70,SG8,SEQ,1229,00025,Z36,,Energiemenge der Markt- bzw. Netzlokation,X,
,,,,,,,,,,,NEW,Referenz auf eine Zeitraum-ID,71,SG8,RFF,,00026,,,,Muss,
,,,,,,,,,,,NEW,Referenz auf eine Zeitraum-ID,72,SG8,RFF,1153,00026,Z46,,Referenz auf Zeitraum-ID,X,
,,,,,,,,,,,NEW,Referenz auf eine Zeitraum-ID,73,SG8,RFF,1154,00026,,,Referenz auf Zeitraum-ID,X [914] ∧ [937] [59],"[59] Es ist die Zeitraum-ID vom DE1156 aus einem passenden SG6 RFF+Z49 (Verwendungszeitraum der Daten) einzutragen
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle "
Referenz auf einen Rechenschritt,66,SG8,RFF,,00023,,,,Muss,,,Referenz auf einen Rechenschritt,74,SG8,RFF,,00027,,,,Muss,
Referenz auf einen Rechenschritt,67,SG8,RFF,1153,00023,Z23,,Rechenschritt,X,,,Referenz auf einen Rechenschritt,75,SG8,RFF,1153,00027,Z23,,Rechenschritt,X,
Referenz auf einen Rechenschritt,68,SG8,RFF,1154,00023,,,Rechenschrittidentifikator,X [913] [8],"[8] Rechenschrittidentifikato r aus einem SG8 SEQ+Z37 (Bestandteil des Rechenschritts) DE1050 desselben SG5 IDE+24
[913] Format: Mögliche Werte: 1 bis 99999",,Referenz auf einen Rechenschritt,76,SG8,RFF,1154,00027,,,Rechenschrittidentifikator,X [913] [8],"[8] Rechenschrittidentifikator aus einem SG8 SEQ+Z37 (Bestandteil des Rechenschritts) DE1050 desselben SG5 IDE+24 und derselben Zeitraum-ID wie bei diesem SG8
[913] Format: Mögliche Werte: 1 bis 99999"
Verwendungszweck der Werte,69,SG9,,,,,,,Muss,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,70,SG9,CCI,,00024,,,,Muss,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,71,SG9,CCI,7059,00024,Z27,,Verwendungszweck der Werte,X,,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,72,SG9,CAV,,00025,,,,Muss [2000],[2000] Segment ist bis zu viermal je SG9 CCI+Z27 anzugeben,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,73,SG9,CAV,7111,00025,Z84,,Netznutzungsabrechnung,X [1P0..1],,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,74,SG9,CAV,7111,,Z85,,Bilanzkreisabrechnung,X [1P0..1],,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,75,SG9,CAV,7111,,Z86,,Mehrmindermengenabre chnung,X [1P0..1],,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,76,SG9,CAV,7111,,Z92,,Übermittlung an das HKNR,X [1P0..1],,REMOVED,,,,,,,,,,,
Verwendungszweck der Werte,77,SG9,CAV,7111,,Z47,,Endkundenabrechnung,X [1P0..1],,REMOVED,,,,,,,,,,,
Bestandteil des Rechenschritts,78,SG8,,,,,,,Muss [3],[3] Wenn SG5 STS+Z23+Z33 (Formel angefügt) vorhanden,,Bestandteil des Rechenschritts,77,SG8,,,,,,,Muss [2006],[2006] Segmentgruppe ist mindestens einmal für jede Zeitraum-ID aus dem DE9013 der SG5 STS+Z23+Z33 (Berechnungsformel angefügt) anzugeben
Bestandteil des Rechenschritts,79,SG8,SEQ,,00026,,,,Muss,,,Bestandteil des Rechenschritts,78,SG8,SEQ,,00028,,,,Muss,
Bestandteil des Rechenschritts,80,SG8,SEQ,1229,00026,Z37,,Bestandteil des Rechenschritts,X,,,Bestandteil des Rechenschritts,79,SG8,SEQ,1229,00028,Z37,,Bestandteil des Rechenschritts,X,
Bestandteil des Rechenschritts,81,SG8,SEQ,1050,00026,,,Rechenschrittidentifikator,X [913],[913] Format: Mögliche Werte: 1 bis 99999,,Bestandteil des Rechenschritts,80,SG8,SEQ,1050,00028,,,Rechenschrittidentifikator,X [913],[913] Format: Mögliche Werte: 1 bis 99999
,,,,,,,,,,,NEW,Referenz auf eine Zeitraum-ID,81,SG8,RFF,,00029,,,,Muss,
,,,,,,,,,,,NEW,Referenz auf eine Zeitraum-ID,82,SG8,RFF,1153,00029,Z46,,Referenz auf Zeitraum-ID,X,
,,,,,,,,,,,NEW,Referenz auf eine Zeitraum-ID,83,SG8,RFF,1154,00029,,,Referenz auf Zeitraum-ID,X [914] ∧ [937] [59],"[59] Es ist die Zeitraum-ID vom DE1156 aus einem passenden SG6 RFF+Z49 (Verwendungszeitraum der Daten) einzutragen
[914] Format: Möglicher Wert: > 0
[937] Format: keine Nachkommastelle "
Referenz auf die ID einer Messlokation,82,SG8,RFF,,00027,,,,Muss [6],[6] Wenn das SG8 RFF+Z23 (Referenz auf Rechenschritt) in derselben SG8 SEQ+Z37 nicht vorhanden,,Referenz auf die ID einer Messlokation,84,SG8,RFF,,00030,,,,Muss [6],[6] Wenn das SG8 RFF+Z23 (Referenz auf Rechenschritt) in derselben SG8 SEQ+Z37 und der selben Zeitraum-ID nicht vorhanden 
Referenz auf die ID einer Messlokation,83,SG8,RFF,1153,00027,Z19,,Messlokation,X,,,Referenz auf die ID einer Messlokation,85,SG8,RFF,1153,00030,Z19,,Messlokation,X,
Referenz auf die ID einer Messlokation,84,SG8,RFF,1154,00027,,,ID einer Messlokation,X [951] [502],"[502] Hinweis: Verwendung der ID der Messlokation
[951] Format: Zählpunktbezeichnung",,Referenz auf die ID einer Messlokation,86,SG8,RFF,1154,00030,,,ID einer Messlokation,X [951] [502],"[502] Hinweis: Verwendung der ID der Messlokation
[951] Format: Zählpunktbezeichnung"
Referenz auf einen Rechenschritt,85,SG8,RFF,,00028,,,,Muss [5],[5] Wenn das SG8 RFF+Z19 (Referenz auf eine Messlokation) in derselben SG8 SEQ+Z37 nicht vorhanden,,Referenz auf einen Rechenschritt,87,SG8,RFF,,00031,,,,Muss [5],[5] Wenn das SG8 RFF+Z19 (Referenz auf eine Messlokation) in derselben SG8 SEQ+Z37 nicht vorhanden
Referenz auf einen Rechenschritt,86,SG8,RFF,1153,00028,Z23,,Rechenschritt,X,,,Referenz auf einen Rechenschritt,88,SG8,RFF,1153,00031,Z23,,Rechenschritt,X,
Referenz auf einen Rechenschritt,87,SG8,RFF,1154,00028,,,Rechenschrittidentifikator,X [913] [8] ∧ [9],"[8] Rechenschrittidentifikato r aus einem SG8 SEQ+Z37 (Bestandteil des Rechenschritts) DE1050 desselben SG5 IDE+24
[9] Der hier angegebene Rechenschrittidentifikato r darf nicht identisch mit dem Rechenschrittidentifikato r aus diesem SG8 SEQ+Z37 DE1050 sein
[913] Format: Mögliche Werte: 1 bis 99999",,Referenz auf einen Rechenschritt,89,SG8,RFF,1154,00031,,,Rechenschrittidentifikator,X [913] [8] ∧ [9],"[8] Rechenschrittidentifikator aus einem SG8 SEQ+Z37 (Bestandteil des Rechenschritts) DE1050 desselben SG5 IDE+24 und derselben Zeitraum-ID wie bei diesem SG8
[9] Der hier angegebene Rechenschrittidentifikator darf nicht identisch mit dem Rechenschrittidentifikator aus diesem SG8 SEQ+Z37 DE1050 sein
[913] Format: Mögliche Werte: 1 bis 99999"
Mathematischer Operator,88,SG9,,,,,,,Muss,,,Mathematischer Operator,90,SG9,,,,,,,Muss,
Mathematischer Operator,89,SG9,CCI,,00029,,,,Muss,,,Mathematischer Operator,91,SG9,CCI,,00032,,,,Muss,
Mathematischer Operator,90,SG9,CCI,7037,00029,Z86,,Mathematischer Operator,X,,,Mathematischer Operator,92,SG9,CCI,7037,00032,Z86,,Mathematischer Operator,X,
Operator / Operation,91,SG9,CAV,,00030,,,,Muss,,,Operator / Operation,93,SG9,CAV,,00033,,,,Muss,
Operator / Operation,92,SG9,CAV,7111,00030,Z69,,Addition,X [11] ⊻ [15],,,Operator / Operation,94,SG9,CAV,7111,00033,Z69,,Addition,X [11] ⊻ [15],
Operator / Operation,93,SG9,CAV,7111,,Z70,,Subtraktion,X [11],,,Operator / Operation,95,SG9,CAV,7111,,Z70,,Subtraktion,X [11],
Operator / Operation,94,SG9,CAV,7111,,Z80,,Divisor,X [13],,,Operator / Operation,96,SG9,CAV,7111,,Z80,,Divisor,X [13],
Operator / Operation,95,SG9,CAV,7111,,Z81,,Dividend,X [13],,,Operator / Operation,97,SG9,CAV,7111,,Z81,,Dividend,X [13],
Operator / Operation,96,SG9,CAV,7111,,Z82,,Faktor,X [14],,,Operator / Operation,98,SG9,CAV,7111,,Z82,,Faktor,X [14],
